"W1","W2","W3","W4","W5","Y"
0,1,2.26653382880613,0.461979487648415,2,119.367375109908
0,0,2.97731656348333,0.153345529308781,2,101.807293547292
1,1,0.861231052549556,0.875342266074768,1,113.138802771132
0,1,0.587855719495565,0.617745543188704,2,112.386246238923
0,1,3.07988272164948,0.284272673427837,2,124.370485527782
0,0,0.995651583652943,0.212665051598107,2,96.8061961914484
0,1,0.173520982498303,0.337553950821847,1,114.556205490619
0,1,2.15680279303342,0.394398405612121,1,117.456372125442
0,0,3.98977629258297,0.23816650796778,2,102.294397007601
1,0,3.060011776397,0.646968919688484,2,101.648397793127
0,1,3.39910522918217,0.581287050056226,1,115.676187102403
0,1,0.683098142035306,0.721095423470163,2,110.087264707542
0,1,3.73206826276146,0.651931958332459,4,127.330373021588
0,0,2.1491198707372,0.176194268324962,3,98.5819358061734
0,1,3.92472555628046,0.363922664405884,1,121.389331661852
0,0,0.887941991677508,0.477099664083228,1,93.17261528196
0,0,3.59264242695644,0.227409523974656,3,100.27117548527
0,0,1.70670889900066,0.176344669798683,3,97.5657599598642
0,1,3.81623304681852,0.599871835368776,1,116.192270179203
0,0,0.0414539070334285,0.195852036129824,1,96.9187865852454
0,1,1.79859121213667,0.336352265826788,3,124.659838382614
0,1,1.55475297360681,0.383729331016682,2,119.474369215619
1,1,1.56915467348881,0.770596385350006,3,124.324813645983
0,0,2.5276098086033,0.131010287680193,2,101.261950647829
0,1,0.848722732625902,0.284818480583578,1,117.062494186832
0,1,2.18205858487636,0.594444389140219,3,119.88937806129
0,1,1.76985087338835,0.385280435235724,1,116.936451492526
0,1,3.24531492195092,0.326099612465781,1,120.876456169783
0,0,2.68931265920401,0.374492121350827,1,98.9048883284189
0,0,2.56351411575451,0.378660999818863,3,95.5591152745718
0,1,3.68798478622921,0.302951554526659,1,122.212386404921
0,1,3.14197556930594,0.608453082069257,1,114.59724392526
0,0,2.22425903426483,0.39951376921723,1,97.5092760606649
0,1,4.01453611324541,0.515423593363012,2,121.752865764316
0,0,0.748900807229802,0.302829190622335,3,93.2234431738592
0,1,3.66723759681918,0.393662887759897,3,127.361527438629
0,0,2.03753236331977,0.263051992353746,2,97.7898988226766
0,0,3.71156531851739,0.366795428120147,2,99.1976391927832
0,0,4.90057395538315,0.422198633440685,3,99.2791780351669
0,0,3.41387526015751,0.131109389527656,1,105.062770617811
0,0,2.32787539483979,0.424730962972334,1,97.0715773041684
0,0,0.026788308750838,0.406780620518109,1,92.686987988422
0,0,4.47861844557337,0.485685276537056,1,100.23166091992
0,1,4.07647452899255,0.438946764945731,2,123.413437001939
0,1,0.845467064063996,0.302692722582708,2,119.607728163769
0,0,3.13865403644741,0.187332452446231,1,103.253245939306
0,1,2.51773545052856,0.282994388470127,4,132.712672691868
0,1,4.89282931550406,0.574193972764645,2,122.052362438685
0,0,2.6022120937705,0.128226922878472,3,100.037541633231
0,0,2.47379040461965,0.174228114053694,1,102.140101706008
0,0,0.847594591323286,0.256325481693756,2,95.3739174364902
0,1,3.51151309208944,0.539133225307745,2,120.002769890799
0,1,4.66844116454013,0.608270935771057,3,124.610977415902
1,0,1.00281277555041,0.592600576324457,2,98.7457271616866
0,0,3.18805762683041,0.144390763281867,1,104.154986434126
0,1,3.37703961646184,0.461865973972988,3,125.336446149845
0,0,4.0889077144675,0.186752160664226,1,105.299687256319
0,1,3.76312894281,0.454952519272316,1,119.473479605881
0,1,4.17798552545719,0.30991334393549,1,123.275754459325
0,0,2.39948904258199,0.169834063460052,3,99.0973849550096
0,1,1.13977288710885,0.473815756512566,2,116.648948489418
0,0,3.97333647939377,0.459417109603052,1,99.6397925610112
0,0,0.561829268699512,0.131372609656392,2,97.1332414479829
0,0,0.0644146173726767,0.488590763891154,2,89.4151580308802
0,0,1.91523235756904,0.241431311921651,2,98.1439080065505
0,1,3.97553107119165,0.315389889447716,1,122.541740408557
1,0,3.09272641665302,0.43553895467748,1,108.233391991953
0,1,4.22285928041674,0.575654058439198,2,120.645435233052
0,0,4.44263509474695,0.330401979429731,2,101.427524757603
0,0,2.96443456085399,0.245407024666844,2,100.131608645228
1,0,1.20537573238835,0.711062214729827,2,96.3766682850705
0,0,1.18067784933373,0.178164704554158,1,99.5668791631539
0,0,1.93342067184858,0.335871381986805,3,94.9237940471725
0,1,1.73371724667959,0.540801384604149,1,113.312731496264
0,1,3.44941766001284,0.328349097617873,3,128.090544427296
0,0,2.55599009338766,0.49200373617335,2,94.0765401561647
0,0,0.405069448752329,0.231768952179789,1,97.3543959815057
0,0,0.840323406737298,0.396523414274517,2,92.7655746929534
0,1,4.78065840434283,0.637955910910922,1,117.222559990571
1,1,2.43364932131954,0.744218585730759,1,119.787294648043
0,0,2.14382240781561,0.409949728947886,2,95.1429709901669
0,0,2.12422327254899,0.328067324882343,1,98.5710083349135
0,1,1.24383557471447,0.561387096020275,1,111.808844187784
0,1,2.09124713786878,0.57783531239213,3,120.247769874254
0,0,1.87330184155144,0.245429272155169,2,97.8289984713731
0,1,2.42910124361515,0.324316047338723,1,119.413682109456
0,1,3.86522350017913,0.311783276206465,1,122.511416875669
0,1,0.981781779555604,0.692074666883287,3,115.304981618605
0,1,1.27582205575891,0.631713538310047,3,117.344596512159
0,1,4.56749865203165,0.512758195990935,2,122.687790448191
0,1,4.9944649648387,0.578848672953303,3,126.076965073195
0,1,3.35360073368065,0.699338915724778,4,125.455284272635
0,0,0.900726554682478,0.213701740116158,1,98.2394174241503
0,0,3.89670011471026,0.300616830486542,3,99.452477847922
0,1,3.21965193958022,0.402676863543864,2,122.201781107481
0,1,1.91556373727508,0.486055287456139,2,117.998790615871
0,1,1.67116411495954,0.618117645130716,1,111.365807023361
0,1,3.49992391536944,0.412895711575546,1,119.73666749075
0,0,4.93077442864887,0.131859239306856,2,105.960244941032
0,1,0.795801650965586,0.555615078848748,3,117.966122901446
0,1,4.46058907895349,0.645788089122337,1,116.397179927338
0,1,4.05485174385831,0.616686302857307,1,116.328256776153
0,1,0.939516522921622,0.649660068876778,2,112.308399265581
0,0,4.31533678551205,0.488844881307767,2,97.7721052803763
0,0,0.155308387475088,0.268532583281572,3,92.7941167628472
0,0,4.73406019504182,0.123398725362419,1,107.720601154573
0,1,4.89827122888528,0.66505643127198,2,119.801571619211
0,0,4.24096542643383,0.208385357794133,2,103.137754254484
0,0,3.23747885995544,0.339015669586954,1,100.722242154412
0,0,4.43541094544344,0.459892068579564,2,98.5628753399686
0,0,2.0222666405607,0.205467184985186,2,99.004301825044
0,0,4.42502660909668,0.168746990252891,1,106.212554492465
0,0,1.50273072998971,0.452132406737778,2,92.9268006440016
0,0,1.17452714359388,0.209472434088022,1,98.8397587029159
1,0,2.03102969680913,0.651821529084235,3,98.2162302333874
0,0,0.0575129187200218,0.411148360444084,2,91.0917060980083
0,0,4.00929437018931,0.202567991485722,3,101.736006296805
0,0,0.720623260131106,0.48306891956314,1,92.5582215654955
0,1,3.51908057462424,0.481441394030595,2,121.275121691953
0,1,1.03283657459542,0.391749858683907,2,118.32336463652
0,0,4.12581508629955,0.437237419839304,2,98.4945452641633
0,1,3.03948476212099,0.591298754522553,1,114.749532026766
0,0,0.0291564443614334,0.198868677501198,1,97.0550997349864
0,1,2.52885845024139,0.454196673576344,1,117.034120723333
0,1,2.96535002300516,0.344370691640925,1,120.05440465849
0,1,3.11434332863428,0.373864200312718,2,122.856785815524
0,0,3.14298723824322,0.283271450877744,2,99.6795382190914
0,1,4.56865170388483,0.648948270826002,2,119.598175059659
0,0,4.19079893035814,0.345195138964213,1,102.354607615388
0,0,4.09204762428999,0.275409411570791,2,101.587803327827
0,1,4.06777106807567,0.674591138791899,2,118.0492383166
0,1,1.17636840092018,0.298978558577573,4,129.95001135846
0,1,2.71579596796073,0.462974022423977,2,120.361314896469
0,0,1.35384717024863,0.416116424149603,1,95.320369983827
0,0,2.66017289366573,0.268678101257907,2,99.1523476061256
0,0,4.5531138998922,0.192613035463522,1,106.221026373324
0,0,2.64644361799583,0.452395536943159,3,94.0397169503481
0,0,4.10504296072759,0.123120246550434,2,104.480851296491
0,0,1.79989408352412,0.149189189495673,1,101.45576132839
0,1,1.97159357136115,0.699041094252109,1,110.059419242203
0,1,4.74028028780594,0.434489153532681,3,128.694356949017
0,1,3.11273429309949,0.424003419438932,1,118.587523424719
0,1,3.4355741518084,0.378926177931197,2,123.474571382855
0,0,3.8917518092785,0.445984247936976,3,96.8043885757156
1,0,2.52968008397147,0.71802067273488,3,97.742869558904
0,1,3.73696609516628,0.291744356408003,1,122.639489525317
0,0,4.47742931894027,0.179375575647913,2,104.196417578795
1,1,0.172869310481474,0.81817048862885,2,116.676940835453
0,1,3.371312613599,0.278143909250163,3,128.991921539389
0,1,3.97081437869929,0.399855187951551,2,123.858571106955
0,1,2.32938713626936,0.358118190225032,4,131.071992671383
1,0,2.0814727677498,0.393903656066935,1,107.340876446976
0,1,3.87178355478682,0.358746595909528,3,128.567197717434
0,0,2.78430888080038,0.470790867921585,2,95.202052893624
0,1,2.92864930233918,0.40736009612436,2,121.81747045158
0,1,4.61857133894227,0.36130269120991,1,123.058582075278
0,0,0.436947523849085,0.476431173022624,1,92.1533879991683
0,1,0.887996131787077,0.617262837879637,1,109.895609035343
0,0,2.82145979814231,0.362581087624677,1,99.5248693063684
0,0,0.764824510551989,0.203378453089463,2,96.36112033526
0,0,2.79973919386975,0.224805667972478,2,100.219093476677
0,0,0.943701660726219,0.168395433557909,1,99.256843946506
0,0,2.25302849779837,0.202438654498705,4,98.8963087127814
0,0,4.56078725750558,0.181146722134513,1,106.352115148291
0,1,1.85836835997179,0.600728169462481,1,112.237349412729
1,0,3.34609065321274,0.322922063836507,1,111.162833910364
0,0,2.92803727206774,0.25355807186042,2,99.7224202466581
0,0,3.77481964183971,0.357045126930988,2,99.4232818752625
0,1,0.794351012445986,0.28640074043269,1,116.769167291858
0,0,4.4294105283916,0.27334419087933,2,102.35116108227
0,1,3.9066976250615,0.585887537822163,1,116.524490399745
0,0,0.674854641547427,0.293223392373358,2,94.5463696797642
0,0,2.38410323509015,0.328866506037319,2,97.311857366979
0,1,4.15030898177065,0.339334624817905,2,125.556734071139
0,1,4.68419173383154,0.555025782943004,2,122.337461985937
0,0,0.192830213345587,0.143376665526611,2,96.4308104782539
0,1,3.8947644631844,0.277917651507392,2,126.294946103593
0,1,4.50801821192726,0.354292731051862,1,122.798223893476
0,0,0.301312885712832,0.435293073763041,2,90.7614947369684
0,0,1.40884358203039,0.208497229859578,2,97.5605173914355
0,0,4.78016210370697,0.285896049313335,1,104.776588571665
0,1,0.0498183048330247,0.355525092875645,4,126.603891354044
0,1,1.1140042252373,0.69381894414809,2,111.555401076058
0,0,1.86988102272153,0.264927285450582,3,96.238837328191
0,1,0.847750571556389,0.625595012033507,1,109.673190782483
0,1,0.402664855355397,0.491295875411293,2,114.836312847577
0,0,0.405406313948333,0.146261778969613,1,98.5833670211114
0,1,4.63317616377026,0.313501788710672,4,136.579736863184
0,0,0.440677618607879,0.379811443627255,2,92.3075673579555
0,0,3.70876306202263,0.169052711878546,2,102.929456831653
0,1,3.54954325943254,0.445457524748393,2,122.239235640986
0,1,3.22379910154268,0.709307875416377,2,115.470322529667
0,0,3.02566558355466,0.24135454276837,2,100.203586375475
0,0,3.15675937570632,0.337201742138751,2,98.687936455531
1,1,2.21631237538531,0.680598699997907,2,124.160447687003
0,0,3.64490592037328,0.219240377196702,1,103.720467357027
0,1,3.04675320163369,0.517626975558347,3,123.354116853818
1,1,0.837449984392151,0.661647004577167,1,118.799977287151
0,0,3.0720387189649,0.278243429979094,2,99.4959902189096
0,0,2.23793386365287,0.210466103433357,2,99.3161057156765
0,0,0.0384879484772682,0.375458081688107,1,93.3989204519859
1,1,4.02134794741869,0.682809270086474,2,127.488968861937
1,1,2.99277988495305,0.533382426540119,1,126.112637991119
0,0,0.431467172456905,0.421599422690337,2,91.4304585026607
1,0,2.76078920694999,0.539271064016549,2,103.566026889731
0,0,2.26801571901888,0.187219971365733,2,99.655410033487
0,0,4.28043465130031,0.390850520381441,3,98.5994146430588
0,1,4.13955516181886,0.403275191531311,3,128.016689850218
0,0,4.26782141323201,0.253989224187493,1,104.171018147992
0,0,4.7201117570512,0.432367135652441,1,101.883039945094
0,0,4.9154381128028,0.121853282270461,2,106.19811411068
0,1,1.96921377442777,0.682077301340978,2,113.679274567767
0,0,2.83189667505212,0.354702270103833,1,99.5792986222391
0,0,0.887849647551775,0.479764567029847,1,93.0001354734199
0,1,0.4429387813434,0.674248665550556,2,110.651141497208
0,1,2.55752949626185,0.429387507394745,1,117.513710426251
0,1,4.67680113157257,0.608084344614982,1,117.567292665545
0,1,0.319836940616369,0.666906829794079,1,107.522364098782
0,1,4.54564879415557,0.562493401963038,1,118.665701592044
0,1,4.0925434359815,0.646874115269485,1,115.670353143517
0,1,3.3360089873895,0.278658413372374,3,128.928233521548
0,0,2.7441080508288,0.481057170536903,4,94.3916587337661
0,1,4.94312729570083,0.44267509461741,2,125.025453575074
0,0,2.02412497950718,0.471062315801138,2,93.5548040466704
0,1,4.63778254692443,0.584989610972958,3,125.108710594379
0,0,4.7228916711174,0.131770610949878,1,107.169590484208
0,0,0.778433589730412,0.161149135407023,1,99.1580806062621
0,1,4.90996351349168,0.270484494593401,2,128.469206300665
0,0,3.13754391158,0.4843038822491,2,95.4691141526881
0,1,3.42021712334827,0.366629802101343,1,120.403084935239
0,0,1.04210949619301,0.297272799832475,2,95.1308953033155
1,1,3.79349419265054,0.711056722300118,4,136.063909074088
0,0,0.68218540516682,0.17125990450799,1,98.6266929472058
1,0,0.498150230851024,0.69491647355613,1,97.3459506498337
0,1,4.64056858909316,0.497533597615661,2,123.111236903964
0,0,2.85014844615944,0.224327531295931,4,99.675094685132
0,0,4.32990634115413,0.159800242184292,2,104.21123619952
0,0,1.22721228399314,0.158751719411217,3,96.9775196789177
0,1,0.572963308077306,0.430208821584748,1,113.48959882357
0,0,4.58737795008346,0.485340907614664,1,100.464940697508
0,1,3.85409637121484,0.696853918734331,2,116.962287231737
0,0,4.51554264873266,0.314923306852093,1,103.799410303184
0,1,4.81775898253545,0.698725419383204,1,115.820143240228
0,0,4.68211623374373,0.437463800181107,1,101.503041283575
0,1,1.22503226157278,0.446216593291817,2,117.619772545738
0,0,4.41396870068274,0.1832350790532,1,106.053980725141
1,0,4.78894025669433,0.281916159684817,2,112.86670322465
0,0,4.8262369656004,0.166601262353303,2,105.234137012963
0,0,1.61410990054719,0.245626798032974,1,99.1324275261076
0,1,1.203458965756,0.71915712825939,1,108.078238144313
0,1,3.80789011833258,0.404937969378642,2,123.802748484378
0,1,0.0127122830599546,0.418697510609712,2,115.492019869411
1,1,0.582353121135384,0.681117651126321,2,120.590031692195
0,0,0.489144158782437,0.230521522686801,2,95.305347510534
0,1,4.84353335923515,0.355564455983811,3,130.380020321746
0,1,2.62942673871294,0.502495591992665,3,123.038916837524
0,1,4.64106447412632,0.417783837516238,1,121.892427200571
0,1,2.09455507691018,0.662982400432865,1,111.264040166738
0,0,1.41152921132743,0.265980964145105,1,98.3472150977784
0,0,0.774850809248164,0.134353218203419,2,97.6685580225329
0,0,1.72720735426992,0.270157769069866,1,98.8923841216029
0,1,2.24283283576369,0.502289501198826,3,122.04258289634
0,0,4.40338560612872,0.182550714524915,1,105.946533980581
0,0,1.77726937807165,0.227429848709521,3,96.7575043048063
0,0,1.7159339832142,0.278469369562296,1,98.8174630181239
0,0,1.61973795853555,0.232409382144894,1,99.4469833129257
1,1,0.434451203327626,0.586563926352167,3,126.630073648715
0,0,0.953790640924126,0.170059353785636,1,99.2793499694449
0,0,0.872256607981399,0.180728989483945,1,98.9709718597221
0,0,3.00995465717278,0.494427871033377,2,94.9108662695709
0,0,3.72829785570502,0.203068956244596,1,104.271172569338
0,1,3.33382074837573,0.364543686877493,2,123.605576479849
0,0,4.9456324649509,0.188389785678128,2,105.004160333169
0,0,3.25489765848033,0.250138000885464,2,100.588886404609
0,0,2.5435562885832,0.357192849842518,2,97.0435901725212
0,1,0.37106242030859,0.33095200957146,1,115.227622410072
0,1,4.55704954103567,0.536546705732635,2,122.142720618842
0,0,3.86030824389309,0.377981689125793,3,97.9541850283144
0,1,3.51066010771319,0.353755958501437,1,120.9338823366
0,1,4.69560058554634,0.581147118960903,2,121.303980558942
0,1,0.0529630575329065,0.318058032567092,3,121.533436475735
1,0,1.95173899293877,0.605423052766962,2,100.386836093301
0,0,1.94539609830827,0.344547583648384,1,97.9138754798792
0,1,0.763715179637074,0.56058302844212,1,110.920526788751
0,1,1.18042912334204,0.295230253544582,2,120.705028172975
0,1,1.6648059815634,0.345325054583985,1,117.405962370245
0,0,0.000326709123328328,0.140514679085317,2,95.890279550842
0,0,3.08621891424991,0.122481235571686,2,102.371571785124
0,1,4.33545032865368,0.50040739602707,4,132.09416447062
0,0,2.90602116496302,0.451254056937065,1,97.7234241286245
0,0,2.95653352164663,0.327917549683557,2,98.561482947221
0,1,1.5457286965102,0.281900644810869,1,118.372240377289
0,1,0.593809225829318,0.327318319504894,2,118.613685935688
0,1,1.78226296789944,0.428394323029447,2,119.186009870272
0,0,0.945412252331153,0.235041958624653,2,96.2785716872016
0,1,3.64040929125622,0.473122286075882,3,125.622223776461
0,1,0.798640138236806,0.669762406249361,2,111.570408893265
0,0,3.41477462556213,0.176158057659103,3,101.12939928905
0,1,3.99950992199592,0.460508669326358,2,122.715142550418
0,1,3.18539263098501,0.64152388298926,2,116.988118286413
0,0,3.10604123631492,0.428684821612326,1,98.480381862373
0,0,3.49676565849222,0.309227325438302,4,99.4179127556939
0,1,0.260934616671875,0.637082037940269,1,108.284009543041
1,1,1.90144472988322,0.718848447674842,1,119.397212121134
0,0,3.94407658954151,0.34787665400517,2,100.014808953557
0,1,1.63947245571762,0.27103814824637,3,125.758675184559
0,1,1.16826025070623,0.288724014346804,2,120.400550061139
0,0,0.196424236055464,0.140113895856843,1,98.3217670587869
0,1,2.26860897149891,0.612175378531597,2,115.84643858431
0,1,4.42151811439544,0.63313686630535,2,119.659157802907
0,0,3.70940603432246,0.294443815238518,3,99.5325985987849
0,0,3.26344902743585,0.126576255754472,2,102.638840101481
0,0,1.84450714848936,0.150830718277518,2,99.46042013682
0,1,2.01482700649649,0.630625317907416,1,111.978245456017
0,0,4.156752708368,0.387726097105771,1,101.521074225577
0,1,1.18231902131811,0.433155782391401,3,121.578980334459
0,1,2.80780289904214,0.295688296897836,1,120.837643713688
0,0,1.71857469249517,0.229174779348779,1,99.6659878944474
0,1,0.246649960754439,0.725357322309915,2,109.067544875212
0,0,0.463376988191158,0.240448813731224,1,97.1246053428267
1,1,0.0642290757969022,0.518972340055948,2,123.695174204073
0,1,2.2877485875506,0.583155449953672,3,120.434289710419
0,1,2.44010249618441,0.714981592632591,3,117.612597936482
0,1,4.16242668638006,0.721019443089843,1,114.055993728401
0,0,2.73506516474299,0.40639467111867,2,96.3642011669207
0,1,0.442636893130839,0.44977539756617,3,119.789384571045
0,0,0.478004222968593,0.369700252697004,1,94.59517119988
1,0,1.59176948596723,0.495498404237275,2,102.187561064217
0,0,1.25289771589451,0.429239299343847,1,94.7823751762159
0,1,2.03643575776368,0.408444709912919,3,123.974022671084
0,0,4.31795941898599,0.464015364004226,1,100.077365064527
1,1,3.00546269980259,0.777192482183491,3,126.984558655867
0,1,4.84950296697207,0.425050679877716,1,122.244609325593
0,1,1.48488315287977,0.471555612700455,3,121.268122240759
0,0,2.88749286555685,0.41552436228331,1,98.3578584228707
0,0,0.716857141815126,0.321688366990087,3,92.8994092237507
0,0,3.49735470372252,0.15986256768314,2,102.656258279017
0,0,1.063598113833,0.122165956356227,2,98.2334149034421
0,1,4.7721313778311,0.366778542915229,2,126.267282213841
0,0,1.45589000196196,0.127061896382949,1,100.843777409713
0,1,3.50931566674262,0.321559867913695,1,121.468502701454
0,1,0.733042106730863,0.599008439184706,2,113.085548788677
0,0,4.19788866303861,0.414918813948608,3,97.8895525382991
0,0,1.77585581084713,0.275392535059466,1,99.0883210341554
0,1,4.03421783237718,0.716951709923309,2,116.891651881618
0,1,3.55224077822641,0.524077775915953,1,117.528155991475
1,1,4.50848038075492,0.525608648812097,1,129.228429838868
0,0,3.70222768047825,0.125569984987989,1,105.570619252154
0,1,3.50033673224971,0.280317293059997,1,122.312283161278
0,0,1.3349834328983,0.346589917404612,2,94.7901704992585
0,1,0.0801262550521642,0.396833965146597,1,113.090743811714
1,1,0.614471072331071,0.801774114179279,1,114.755978441648
0,0,1.13128186319955,0.378923569052932,3,92.7356379236651
0,1,2.09243582328781,0.53887072563411,2,117.21399092075
0,1,4.84215650823899,0.537987663513986,2,122.908157939923
0,1,2.41795334266499,0.29065746647655,3,126.959951034175
0,0,4.42160337115638,0.411453163811531,4,99.3718016228613
1,0,3.32716236123815,0.29043100267935,2,109.775608400669
1,0,0.508607240626588,0.506287905543807,2,99.8315626485799
0,0,1.96326852310449,0.37882513761964,2,95.5127723419481
0,1,0.797604280523956,0.290052882279605,2,119.901933040122
0,1,2.96416017576121,0.645739052844494,2,116.532083725002
0,1,4.52028558938764,0.313770574677206,2,126.645721049195
0,0,2.14850143995136,0.238539648919153,3,97.3959496634563
0,1,2.62549951556139,0.667331800305212,1,112.261083849444
0,0,1.85739015578292,0.285691945474174,2,96.8257263804631
0,1,3.00609140540473,0.30087856887991,2,124.185932969726
0,1,4.35831315815449,0.521298113655188,2,122.225224528197
0,0,4.82873743749224,0.234969745460385,1,105.867579771413
0,1,4.5163775223773,0.572749329612156,2,121.471338149182
0,0,2.99764077994041,0.273292451516311,3,98.4254878076527
0,1,3.61752533004619,0.271034916352025,1,122.71775813476
0,0,3.78413328086026,0.135491185918288,4,103.130544783057
0,0,3.731237485772,0.135766792646241,2,103.550018947768
1,0,1.38566306093708,0.269196703320525,1,108.335804024495
0,0,2.30644286377355,0.415322299216478,2,95.2377672782683
1,0,3.92860037973151,0.618924048195855,1,105.869392463913
1,0,2.6432710129302,0.343518990483404,2,107.298200948188
0,0,4.07957353745587,0.135171989876964,1,106.071794513555
0,1,0.991141339763999,0.717738730652847,2,110.799509693333
0,0,0.537634411593899,0.389686629878092,1,94.2030436644604
1,1,1.89167282427661,0.863187447392844,2,118.870693744397
0,0,0.787213474977762,0.246599314597448,1,97.5658846702548
0,0,0.835379683412611,0.291734625450699,2,95.0327274124268
0,1,1.95636409684084,0.379305384382984,2,120.367944041573
0,1,3.60843319678679,0.607173673153961,2,118.703213523246
0,1,0.8641805825755,0.490759724518336,2,115.840975881684
0,0,3.72492273221724,0.134785914841003,3,102.253091068251
0,0,3.54978284565732,0.144576062523489,1,104.913314834493
0,1,0.287378047360107,0.461221934891136,3,119.115827321444
0,0,4.73111605271697,0.360292017925174,1,103.211724207375
0,1,1.7971646215301,0.668357139950148,2,113.43514310613
0,1,2.13174154399894,0.324833449011668,2,121.781341290177
0,1,2.22601206158288,0.604216219984264,3,119.688811100158
1,1,3.1178536650259,0.667302156954974,1,123.169563694605
0,1,1.23704632162116,0.551851767945469,1,112.21484539092
0,0,0.689857035176829,0.466986067040465,2,91.0548522748768
0,0,0.47777347266674,0.410182688340771,3,90.769717263745
0,0,1.73166816821322,0.490954060060062,2,92.4372085420653
0,1,3.00530503620394,0.379544231558491,2,122.590660734329
0,0,3.62720669480041,0.120301255685715,2,103.385428545781
0,1,0.99140370846726,0.281788075446507,4,129.926669186474
0,1,0.552936407038942,0.54538424752529,2,113.956202218775
1,1,1.21448346762918,0.668186413632084,1,119.37982652202
0,1,2.48672064393759,0.298224921357156,3,126.835289094609
0,0,2.02142187044956,0.230010253187651,1,100.360161338837
0,1,4.42152601201087,0.446321661242975,1,120.894032439917
0,0,4.58581523038447,0.329438622062309,1,103.539790302839
0,1,0.808193144621328,0.440891286658004,3,120.691241911959
0,1,4.37930745072663,0.269172242828352,3,131.107554204571
0,1,1.24489661073312,0.524755198833182,1,112.780427140006
0,0,4.25831671222113,0.430185637419268,3,97.6774639489927
0,0,4.61107253213413,0.150368659095051,3,103.889370935219
0,1,1.83966050390154,0.43900092768714,1,115.886375692816
0,0,1.10118506592698,0.12047841276175,1,100.261561860904
0,1,1.0757032816764,0.296584490631515,3,124.076364631962
0,0,4.10808074986562,0.162115541478156,2,103.788137087786
0,1,2.07787441788241,0.294231347368947,1,119.406222033397
0,0,0.52108267089352,0.125957324415132,4,96.7515961165843
0,1,2.62714110082015,0.620761076184091,1,113.510847511814
0,1,2.54919645260088,0.289662026312544,1,120.236258305279
1,0,1.14378931932151,0.64859647507123,1,99.6849206571061
0,1,3.72698028106242,0.292002115324924,2,125.659530334814
0,1,4.16894044727087,0.623178203800809,2,119.368288497982
